Philequity Fund,,Philequity PSE Index Fund,,Philequity Dividend Yield Fund,,Philequity Peso Bond Fund,,Philequity Dollar Income Fund,
Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS 
15-Mar-10, 13.5016 ,15-Mar-10, 1.9977 ,,,8-Mar-10, 2.3980 ,17-Mar-10, 0.0434 
16-Mar-10, 13.5284 ,16-Mar-10, 2.0027 ,,,9-Mar-10, 2.3965 ,18-Mar-10, 0.0435 
17-Mar-10, 13.5018 ,17-Mar-10, 2.0046 ,,,10-Mar-10, 2.3988 ,19-Mar-10, 0.0435 
18-Mar-10, 13.5729 ,18-Mar-10, 2.0114 ,,,11-Mar-10, 2.3992 ,22-Mar-10, 0.0435 
19-Mar-10, 13.6191 ,19-Mar-10, 2.0121 ,,,12-Mar-10, 2.3997 ,23-Mar-10, 0.0434 
22-Mar-10, 13.6005 ,22-Mar-10, 2.0060 ,,,15-Mar-10, 2.4009 ,24-Mar-10, 0.0434 
23-Mar-10, 13.8008 ,23-Mar-10, 2.0324 ,,,16-Mar-10, 2.4028 ,25-Mar-10, 0.0437 
24-Mar-10, 14.0069 ,24-Mar-10, 2.0543 ,,,17-Mar-10, 2.4038 ,26-Mar-10, 0.0437 
25-Mar-10, 14.0134 ,25-Mar-10, 2.0567 ,,,18-Mar-10, 2.4040 ,29-Mar-10, 0.0437 
26-Mar-10, 14.0655 ,26-Mar-10, 2.0621 ,,,19-Mar-10, 2.4036 ,30-Mar-10, 0.0437 
29-Mar-10, 14.1092 ,29-Mar-10, 2.0610 ,,,22-Mar-10, 2.4042 ,31-Mar-10, 0.0436 
30-Mar-10, 14.2118 ,30-Mar-10, 2.0754 ,,,23-Mar-10, 2.4050 ,5-Apr-10, 0.0436 
31-Mar-10, 14.0639 ,31-Mar-10, 2.0517 ,,,24-Mar-10, 2.4064 ,6-Apr-10, 0.0436 
5-Apr-10, 14.1211 ,5-Apr-10, 2.0663 ,,,25-Mar-10, 2.4063 ,7-Apr-10, 0.0436 
6-Apr-10, 14.3940 ,6-Apr-10, 2.1053 ,,,26-Mar-10, 2.4066 ,8-Apr-10, 0.0436 
7-Apr-10, 14.5066 ,7-Apr-10, 2.1176 ,,,29-Mar-10, 2.4101 ,12-Apr-10, 0.0437 
8-Apr-10, 14.4684 ,8-Apr-10, 2.1096 ,,,30-Mar-10, 2.4122 ,13-Apr-10, 0.0437 
12-Apr-10, 14.6176 ,12-Apr-10, 2.1327 ,,,31-Mar-10, 2.4112 ,14-Apr-10, 0.0438 
13-Apr-10, 14.6546 ,13-Apr-10, 2.1362 ,,,5-Apr-10, 2.4133 ,15-Apr-10, 0.0439 
14-Apr-10, 14.6983 ,14-Apr-10, 2.1356 ,,,6-Apr-10, 2.4128 ,16-Apr-10, 0.0440 
15-Apr-10, 14.6161 ,15-Apr-10, 2.1231 ,,,7-Apr-10, 2.4123 ,19-Apr-10, 0.0440 
16-Apr-10, 14.5369 ,16-Apr-10, 2.1167 ,,,8-Apr-10, 2.4112 ,20-Apr-10, 0.0439 
19-Apr-10, 14.2396 ,19-Apr-10, 2.0804 ,,,12-Apr-10, 2.4111 ,21-Apr-10, 0.0440 
20-Apr-10, 14.0447 ,20-Apr-10, 2.0474 ,,,13-Apr-10, 2.4160 ,22-Apr-10, 0.0440 
21-Apr-10, 14.3245 ,21-Apr-10, 2.0817 ,,,14-Apr-10, 2.4165 ,23-Apr-10, 0.0439 
22-Apr-10, 14.4559 ,22-Apr-10, 2.1016 ,,,15-Apr-10, 2.4160 ,26-Apr-10, 0.0439 
23-Apr-10, 14.4734 ,23-Apr-10, 2.1054 ,,,16-Apr-10, 2.4156 ,27-Apr-10, 0.0440 
26-Apr-10, 14.6988 ,26-Apr-10, 2.1336 ,,,19-Apr-10, 2.4167 ,28-Apr-10, 0.0440 
27-Apr-10, 14.7785 ,27-Apr-10, 2.1436 ,,,20-Apr-10, 2.4158 ,29-Apr-10, 0.0439 
28-Apr-10, 14.7003 ,28-Apr-10, 2.1305 ,,,21-Apr-10, 2.4169 ,30-Apr-10, 0.0439 
29-Apr-10, 14.7744 ,29-Apr-10, 2.1375 ,,,22-Apr-10, 2.4172 ,4-May-10, 0.0439 
30-Apr-10, 14.7615 ,30-Apr-10, 2.1354 ,,,23-Apr-10, 2.4152 ,5-May-10, 0.0437 
4-May-10, 14.7300 ,4-May-10, 2.1377 ,,,26-Apr-10, 2.4162 ,6-May-10, 0.0434 
5-May-10, 14.1781 ,5-May-10, 2.0711 ,,,27-Apr-10, 2.4156 ,7-May-10, 0.0433 
6-May-10, 14.1193 ,6-May-10, 2.0665 ,,,28-Apr-10, 2.4130 ,11-May-10, 0.0439 
7-May-10, 14.3253 ,7-May-10, 2.0935 ,,,29-Apr-10, 2.4116 ,12-May-10, 0.0438 
11-May-10, 14.6714 ,11-May-10, 2.1252 ,,,30-Apr-10, 2.4128 ,13-May-10, 0.0440 
12-May-10, 14.7118 ,12-May-10, 2.1270 ,,,4-May-10, 2.4156 ,14-May-10, 0.0439 
13-May-10, 15.0527 ,13-May-10, 2.1598 ,,,5-May-10, 2.4121 ,17-May-10, 0.0438 
14-May-10, 15.0918 ,14-May-10, 2.1624 ,,,6-May-10, 2.4111 ,18-May-10, 0.0439 
17-May-10, 14.8702 ,17-May-10, 2.1389 ,,,7-May-10, 2.4113 ,19-May-10, 0.0438 
18-May-10, 14.7684 ,18-May-10, 2.1235 ,,,11-May-10, 2.4199 ,20-May-10, 0.0436 
19-May-10, 14.5235 ,19-May-10, 2.0960 ,,,12-May-10, 2.4194 ,21-May-10, 0.0435 
20-May-10, 14.5297 ,20-May-10, 2.0907 ,,,13-May-10, 2.4214 ,24-May-10, 0.0436 
21-May-10, 14.2862 ,21-May-10, 2.0700 ,,,14-May-10, 2.4215 ,25-May-10, 0.0436 
24-May-10, 14.3148 ,24-May-10, 2.0807 ,,,17-May-10, 2.4215 ,26-May-10, 0.0436 
25-May-10, 13.9687 ,25-May-10, 2.0306 ,,,18-May-10, 2.4207 ,27-May-10, 0.0437 
26-May-10, 14.0846 ,26-May-10, 2.0439 ,,,19-May-10, 2.4216 ,28-May-10, 0.0439 
27-May-10, 14.2087 ,27-May-10, 2.0594 ,,,20-May-10, 2.4232 ,31-May-10, 0.0439 
28-May-10, 14.5917 ,28-May-10, 2.1132 ,,,21-May-10, 2.4217 ,1-Jun-10, 0.0438 
31-May-10, 14.7134 ,31-May-10, 2.1238 ,,,24-May-10, 2.4235 ,2-Jun-10, 0.0438 
1-Jun-10, 14.6789 ,1-Jun-10, 2.1196 ,,,25-May-10, 2.4240 ,3-Jun-10, 0.0440 
2-Jun-10, 14.7865 ,2-Jun-10, 2.1324 ,,,26-May-10, 2.4236 ,4-Jun-10, 0.0439 
3-Jun-10, 15.0901 ,3-Jun-10, 2.1720 ,,,27-May-10, 2.4246 ,7-Jun-10, 0.0441 
4-Jun-10, 15.1566 ,4-Jun-10, 2.1734 ,,,28-May-10, 2.4250 ,8-Jun-10, 0.0440 
7-Jun-10, 14.7727 ,7-Jun-10, 2.1220 ,,,31-May-10, 2.4261 ,9-Jun-10, 0.0440 
8-Jun-10, 14.8524 ,8-Jun-10, 2.1281 ,,,1-Jun-10, 2.4258 ,10-Jun-10, 0.0441 
9-Jun-10, 14.7879 ,9-Jun-10, 2.1176 ,,,2-Jun-10, 2.4257 ,11-Jun-10, 0.0440 
10-Jun-10, 14.6635 ,10-Jun-10, 2.0995 ,,,3-Jun-10, 2.4278 ,15-Jun-10, 0.0442 
11-Jun-10, 14.7833 ,11-Jun-10, 2.1221 ,,,4-Jun-10, 2.4296 ,16-Jun-10, 0.0442 
15-Jun-10, 14.8809 ,15-Jun-10, 2.1319 ,,,7-Jun-10, 2.4312 ,17-Jun-10, 0.0442 
16-Jun-10, 15.0168 ,16-Jun-10, 2.1469 ,,,8-Jun-10, 2.4344 ,18-Jun-10, 0.0442 
17-Jun-10, 15.0464 ,17-Jun-10, 2.1510 ,,,9-Jun-10, 2.4340 ,21-Jun-10, 0.0442 
18-Jun-10, 15.1908 ,18-Jun-10, 2.1645 ,,,10-Jun-10, 2.4344 ,22-Jun-10, 0.0443 
21-Jun-10, 15.2829 ,21-Jun-10, 2.1778 ,,,11-Jun-10, 2.4349 ,23-Jun-10, 0.0444 
22-Jun-10, 15.3112 ,22-Jun-10, 2.1757 ,,,15-Jun-10, 2.4361 ,24-Jun-10, 0.0444 
23-Jun-10, 15.3116 ,23-Jun-10, 2.1717 ,,,16-Jun-10, 2.4370 ,25-Jun-10, 0.0444 
24-Jun-10, 15.2617 ,24-Jun-10, 2.1635 ,,,17-Jun-10, 2.4383 ,28-Jun-10, 0.0443 
25-Jun-10, 15.2877 ,25-Jun-10, 2.1733 ,,,18-Jun-10, 2.4396 ,29-Jun-10, 0.0444 
28-Jun-10, 15.3135 ,28-Jun-10, 2.1805 ,,,21-Jun-10, 2.4426 ,1-Jul-10, 0.0445 
29-Jun-10, 15.3622 ,29-Jun-10, 2.1852 ,,,22-Jun-10, 2.4428 ,2-Jul-10, 0.0443 
1-Jul-10, 15.1036 ,1-Jul-10, 2.1522 ,,,23-Jun-10, 2.4426 ,5-Jul-10, 0.0443 
2-Jul-10, 14.9622 ,2-Jul-10, 2.1373 ,,,24-Jun-10, 2.4428 ,6-Jul-10, 0.0444 
5-Jul-10, 15.0337 ,5-Jul-10, 2.1518 ,,,25-Jun-10, 2.4426 ,7-Jul-10, 0.0444 
6-Jul-10, 15.1329 ,6-Jul-10, 2.1678 ,,,28-Jun-10, 2.4435 ,8-Jul-10, 0.0445 
7-Jul-10, 15.2372 ,7-Jul-10, 2.1766 ,,,29-Jun-10, 2.4472 ,9-Jul-10, 0.0446 
8-Jul-10, 15.4560 ,8-Jul-10, 2.2031 ,,,1-Jul-10, 2.4500 ,12-Jul-10, 0.0446 
9-Jul-10, 15.4361 ,9-Jul-10, 2.2009 ,,,2-Jul-10, 2.4550 ,13-Jul-10, 0.0446 
12-Jul-10, 15.5158 ,12-Jul-10, 2.2070 ,,,5-Jul-10, 2.4564 ,14-Jul-10, 0.0447 
13-Jul-10, 15.6426 ,13-Jul-10, 2.2234 ,,,6-Jul-10, 2.4575 ,15-Jul-10, 0.0449 
14-Jul-10, 15.7943 ,14-Jul-10, 2.2435 ,,,7-Jul-10, 2.4664 ,16-Jul-10, 0.0449 
15-Jul-10, 15.7698 ,15-Jul-10, 2.2423 ,,,8-Jul-10, 2.4752 ,19-Jul-10, 0.0450 
16-Jul-10, 15.6316 ,16-Jul-10, 2.2277 ,,,9-Jul-10, 2.4703 ,20-Jul-10, 0.0450 
19-Jul-10, 15.5913 ,19-Jul-10, 2.2186 ,,,12-Jul-10, 2.4613 ,21-Jul-10, 0.0450 
20-Jul-10, 15.5326 ,20-Jul-10, 2.2072 ,,,13-Jul-10, 2.4737 ,22-Jul-10, 0.0451 
21-Jul-10, 15.6284 ,21-Jul-10, 2.2159 ,,,14-Jul-10, 2.4778 ,23-Jul-10, 0.0451 
22-Jul-10, 15.6317 ,22-Jul-10, 2.2135 ,,,15-Jul-10, 2.4768 ,26-Jul-10, 0.0452 
23-Jul-10, 15.7011 ,23-Jul-10, 2.2133 ,,,16-Jul-10, 2.4764 ,27-Jul-10, 0.0453 
26-Jul-10, 15.7058 ,26-Jul-10, 2.2115 ,,,19-Jul-10, 2.4740 ,28-Jul-10, 0.0453 
27-Jul-10, 15.8196 ,27-Jul-10, 2.2243 ,,,20-Jul-10, 2.4692 ,29-Jul-10, 0.0454 
28-Jul-10, 15.8332 ,28-Jul-10, 2.2283 ,,,21-Jul-10, 2.4641 ,30-Jul-10, 0.0454 
29-Jul-10, 15.6706 ,29-Jul-10, 2.2173 ,,,22-Jul-10, 2.4713 ,2-Aug-10, 0.0454 
30-Jul-10, 15.6373 ,30-Jul-10, 2.2140 ,,,23-Jul-10, 2.4765 ,3-Aug-10, 0.0454 
2-Aug-10, 15.7576 ,2-Aug-10, 2.2261 ,,,26-Jul-10, 2.4752 ,4-Aug-10, 0.0456 
3-Aug-10, 15.8884 ,3-Aug-10, 2.2417 ,,,27-Jul-10, 2.4752 ,5-Aug-10, 0.0456 
4-Aug-10, 15.9997 ,4-Aug-10, 2.2554 ,,,28-Jul-10, 2.4753 ,6-Aug-10, 0.0455 
5-Aug-10, 16.1086 ,5-Aug-10, 2.2675 ,,,29-Jul-10, 2.4782 ,9-Aug-10, 0.0456 
6-Aug-10, 16.1143 ,6-Aug-10, 2.2639 ,,,30-Jul-10, 2.4787 ,10-Aug-10, 0.0457 
9-Aug-10, 16.1751 ,9-Aug-10, 2.2671 ,,,2-Aug-10, 2.5210 ,11-Aug-10, 0.0458 
10-Aug-10, 16.2442 ,10-Aug-10, 2.2669 ,,,3-Aug-10, 2.4796 ,12-Aug-10, 0.0459 
11-Aug-10, 16.2201 ,11-Aug-10, 2.2638 ,,,4-Aug-10, 2.4820 ,13-Aug-10, 0.0460 
12-Aug-10, 16.0257 ,12-Aug-10, 2.2444 ,,,5-Aug-10, 2.4827 ,16-Aug-10, 0.0460 
13-Aug-10, 15.9962 ,13-Aug-10, 2.2374 ,,,6-Aug-10, 2.4822 ,17-Aug-10, 0.0460 
16-Aug-10, 16.1714 ,16-Aug-10, 2.2540 ,,,9-Aug-10, 2.4858 ,18-Aug-10, 0.0461 
17-Aug-10, 16.2982 ,17-Aug-10, 2.2670 ,,,10-Aug-10, 2.4850 ,19-Aug-10, 0.0462 
18-Aug-10, 16.4912 ,18-Aug-10, 2.2879 ,,,11-Aug-10, 2.4943 ,20-Aug-10, 0.0466 
19-Aug-10, 16.5947 ,19-Aug-10, 2.3003 ,,,12-Aug-10, 2.4991 ,23-Aug-10, 0.0466 
20-Aug-10, 16.7747 ,20-Aug-10, 2.3194 ,,,13-Aug-10, 2.5078 ,24-Aug-10, 0.0468 
23-Aug-10, 16.7959 ,23-Aug-10, 2.3301 ,,,16-Aug-10, 2.5009 ,25-Aug-10, 0.0467 
24-Aug-10, 16.4169 ,24-Aug-10, 2.2819 ,,,17-Aug-10, 2.5026 ,26-Aug-10, 0.0467 
25-Aug-10, 16.3731 ,25-Aug-10, 2.2957 ,,,18-Aug-10, 2.5061 ,27-Aug-10, 0.0467 
26-Aug-10, 16.6307 ,26-Aug-10, 2.3208 ,,,19-Aug-10, 2.5064 ,31-Aug-10, 0.0466 
27-Aug-10, 16.4016 ,27-Aug-10, 2.3006 ,,,20-Aug-10, 2.5031 ,1-Sep-10, 0.0464 
31-Aug-10, 16.4509 ,31-Aug-10, 2.3062 ,,,23-Aug-10, 2.5020 ,2-Sep-10, 0.0465 
1-Sep-10, 16.6051 ,1-Sep-10, 2.3205 ,,,24-Aug-10, 2.5054 ,3-Sep-10, 0.0465 
2-Sep-10, 16.9488 ,2-Sep-10, 2.3629 ,,,25-Aug-10, 2.5015 ,6-Sep-10, 0.0465 
3-Sep-10, 17.3297 ,3-Sep-10, 2.4010 ,,,26-Aug-10, 2.5048 ,7-Sep-10, 0.0466 
6-Sep-10, 17.4008 ,6-Sep-10, 2.4074 ,,,27-Aug-10, 2.5143 ,8-Sep-10, 0.0465 
7-Sep-10, 17.5127 ,7-Sep-10, 2.4246 ,,,31-Aug-10, 2.5158 ,9-Sep-10, 0.0464 
8-Sep-10, 17.7183 ,8-Sep-10, 2.4420 ,,,1-Sep-10, 2.5202 ,13-Sep-10, 0.0463 
9-Sep-10, 18.2482 ,9-Sep-10, 2.4970 ,,,2-Sep-10, 2.5210 ,14-Sep-10, 0.0461 
13-Sep-10, 18.6427 ,13-Sep-10, 2.5400 ,,,3-Sep-10, 2.5231 ,15-Sep-10, 0.0461 
14-Sep-10, 18.6252 ,14-Sep-10, 2.5393 ,,,6-Sep-10, 2.5284 ,16-Sep-10, 0.0461 
15-Sep-10, 18.6227 ,15-Sep-10, 2.5431 ,,,7-Sep-10, 2.5342 ,17-Sep-10, 0.0461 
16-Sep-10, 18.8005 ,16-Sep-10, 2.5612 ,,,8-Sep-10, 2.5370 ,20-Sep-10, 0.0460 
17-Sep-10, 18.7197 ,17-Sep-10, 2.5463 ,,,9-Sep-10, 2.5300 ,21-Sep-10, 0.0460 
20-Sep-10, 19.1372 ,20-Sep-10, 2.5963 ,,,13-Sep-10, 2.5327 ,22-Sep-10, 0.0460 
21-Sep-10, 19.1888 ,21-Sep-10, 2.5963 ,,,14-Sep-10, 2.5310 ,23-Sep-10, 0.0462 
22-Sep-10, 19.0786 ,22-Sep-10, 2.5968 ,,,15-Sep-10, 2.5270 ,24-Sep-10, 0.0463 
23-Sep-10, 19.2104 ,23-Sep-10, 2.6019 ,,,16-Sep-10, 2.5252 ,27-Sep-10, 0.0463 
24-Sep-10, 19.2759 ,24-Sep-10, 2.6063 ,,,17-Sep-10, 2.5217 ,28-Sep-10, 0.0463 
27-Sep-10, 19.5035 ,27-Sep-10, 2.6306 ,,,20-Sep-10, 2.5226 ,29-Sep-10, 0.0464 
28-Sep-10, 19.4818 ,28-Sep-10, 2.6324 ,,,21-Sep-10, 2.5300 ,30-Sep-10, 0.0465 
29-Sep-10, 19.3941 ,29-Sep-10, 2.6244 ,,,22-Sep-10, 2.5325 ,1-Oct-10, 0.0465 
30-Sep-10, 19.2612 ,30-Sep-10, 2.6151 ,,,23-Sep-10, 2.5370 ,4-Oct-10, 0.0465 
1-Oct-10, 19.3486 ,1-Oct-10, 2.6248 ,,,24-Sep-10, 2.5379 ,5-Oct-10, 0.0465 
4-Oct-10, 19.6754 ,4-Oct-10, 2.6689 ,,,27-Sep-10, 2.5388 ,6-Oct-10, 0.0465 
5-Oct-10, 19.6040 ,5-Oct-10, 2.6590 ,,,28-Sep-10, 2.5388 ,7-Oct-10, 0.0466 
6-Oct-10, 19.7162 ,6-Oct-10, 2.6736 ,,,29-Sep-10, 2.5354 ,8-Oct-10, 0.0467 
7-Oct-10, 19.9220 ,7-Oct-10, 2.7014 ,,,30-Sep-10, 2.5380 ,11-Oct-10, 0.0466 
8-Oct-10, 19.9440 ,8-Oct-10, 2.6959 ,,,1-Oct-10, 2.5374 ,12-Oct-10, 0.0467 
11-Oct-10, 19.8893 ,11-Oct-10, 2.6852 ,,,4-Oct-10, 2.5385 ,13-Oct-10, 0.0466 
12-Oct-10, 19.6311 ,12-Oct-10, 2.6542 ,,,5-Oct-10, 2.5411 ,14-Oct-10, 0.0467 
13-Oct-10, 19.6816 ,13-Oct-10, 2.6716 ,,,6-Oct-10, 2.5445 ,15-Oct-10, 0.0469 
14-Oct-10, 19.8859 ,14-Oct-10, 2.6940 ,,,7-Oct-10, 2.5473 ,18-Oct-10, 0.0469 
15-Oct-10, 19.8548 ,15-Oct-10, 2.6848 ,,,8-Oct-10, 2.5509 ,19-Oct-10, 0.0467 
18-Oct-10, 19.7979 ,18-Oct-10, 2.6828 ,,,11-Oct-10, 2.5522 ,20-Oct-10, 0.0467 
19-Oct-10, 19.7095 ,19-Oct-10, 2.6696 ,,,12-Oct-10, 2.5530 ,21-Oct-10, 0.0467 
20-Oct-10, 19.6948 ,20-Oct-10, 2.6695 ,,,13-Oct-10, 2.5535 ,22-Oct-10, 0.0467 
21-Oct-10, 19.9292 ,21-Oct-10, 2.7031 ,,,14-Oct-10, 2.5567 ,26-Oct-10, 0.0467 
22-Oct-10, 20.1754 ,22-Oct-10, 2.7259 ,,,15-Oct-10, 2.5658 ,27-Oct-10, 0.0468 
26-Oct-10, 20.2141 ,26-Oct-10, 2.7199 ,,,18-Oct-10, 2.5634 ,28-Oct-10, 0.0467 
27-Oct-10, 20.2117 ,27-Oct-10, 2.7186 ,,,19-Oct-10, 2.5706 ,29-Oct-10, 0.0468 
28-Oct-10, 20.1245 ,28-Oct-10, 2.7038 ,,,20-Oct-10, 2.5711 ,2-Nov-10, 0.0468 
29-Oct-10, 20.1672 ,29-Oct-10, 2.7078 ,,,21-Oct-10, 2.5652 ,3-Nov-10, 0.0468 
2-Nov-10, 20.5580 ,2-Nov-10, 2.7480 ,,,22-Oct-10, 2.5675 ,4-Nov-10, 0.0468 
3-Nov-10, 20.7411 ,3-Nov-10, 2.7688 ,,,26-Oct-10, 2.5661 ,5-Nov-10, 0.0469 
4-Nov-10, 20.8141 ,4-Nov-10, 2.7759 ,,,27-Oct-10, 2.5631 ,8-Nov-10, 0.0470 
5-Nov-10, 20.8645 ,5-Nov-10, 2.7445 ,,,28-Oct-10, 2.5678 ,9-Nov-10, 0.0470 
8-Nov-10, 20.6612 ,8-Nov-10, 2.7168 ,,,29-Oct-10, 2.5693 ,10-Nov-10, 0.0470 
9-Nov-10, 20.4832 ,9-Nov-10, 2.6989 ,,,2-Nov-10, 2.5680 ,11-Nov-10, 0.0469 
10-Nov-10, 20.0899 ,10-Nov-10, 2.6628 ,,,3-Nov-10, 2.5674 ,12-Nov-10, 0.0469 
11-Nov-10, 19.8646 ,11-Nov-10, 2.6344 ,,,4-Nov-10, 2.5687 ,15-Nov-10, 0.0468 
12-Nov-10, 19.4800 ,12-Nov-10, 2.5959 ,,,5-Nov-10, 2.5764 ,17-Nov-10, 0.0468 
15-Nov-10, 19.8155 ,15-Nov-10, 2.6283 ,,,8-Nov-10, 2.5798 ,18-Nov-10, 0.0467 
17-Nov-10, 19.5590 ,17-Nov-10, 2.5902 ,,,9-Nov-10, 2.5783 ,19-Nov-10, 0.0467 
18-Nov-10, 19.7897 ,18-Nov-10, 2.6242 ,,,10-Nov-10, 2.5844 ,22-Nov-10, 0.0467 
19-Nov-10, 20.1885 ,19-Nov-10, 2.6690 ,,,11-Nov-10, 2.5902 ,23-Nov-10, 0.0467 
22-Nov-10, 20.0871 ,22-Nov-10, 2.6616 ,,,12-Nov-10, 2.5981 ,24-Nov-10, 0.0467 
23-Nov-10, 19.8651 ,23-Nov-10, 2.6433 ,,,15-Nov-10, 2.5916 ,25-Nov-10, 0.0466 
24-Nov-10, 19.7856 ,24-Nov-10, 2.6340 ,,,17-Nov-10, 2.5916 ,26-Nov-10, 0.0466 
25-Nov-10, 19.6885 ,25-Nov-10, 2.6195 ,,,18-Nov-10, 2.5784 ,30-Nov-10, 0.0466 
26-Nov-10, 19.4897 ,26-Nov-10, 2.5966 ,,,19-Nov-10, 2.5871 ,1-Dec-10, 0.0466 
30-Nov-10, 19.0837 ,30-Nov-10, 2.5494 ,,,22-Nov-10, 2.5939 ,2-Dec-10, 0.0465 
1-Dec-10, 19.2936 ,1-Dec-10, 2.5739 ,,,23-Nov-10, 2.5956 ,3-Dec-10, 0.0465 
2-Dec-10, 19.9827 ,2-Dec-10, 2.6534 ,,,24-Nov-10, 2.5958 ,6-Dec-10, 0.0466 
3-Dec-10, 20.1478 ,3-Dec-10, 2.6650 ,,,25-Nov-10, 2.5960 ,7-Dec-10, 0.0466 
6-Dec-10, 20.3390 ,6-Dec-10, 2.6957 ,,,26-Nov-10, 2.5936 ,8-Dec-10, 0.0466 
7-Dec-10, 20.2338 ,7-Dec-10, 2.6823 ,,,30-Nov-10, 2.5884 ,9-Dec-10, 0.0465 
8-Dec-10, 20.3448 ,8-Dec-10, 2.6953 ,,,1-Dec-10, 2.5903 ,10-Dec-10, 0.0465 
9-Dec-10, 20.2666 ,9-Dec-10, 2.6918 ,,,2-Dec-10, 2.5843 ,13-Dec-10, 0.0465 
10-Dec-10, 19.9279 ,10-Dec-10, 2.6528 ,,,3-Dec-10, 2.5885 ,14-Dec-10, 0.0465 
13-Dec-10, 19.8163 ,13-Dec-10, 2.6461 ,,,6-Dec-10, 2.5879 ,15-Dec-10, 0.0464 
14-Dec-10, 19.9701 ,14-Dec-10, 2.6680 ,,,7-Dec-10, 2.5951 ,16-Dec-10, 0.0462 
15-Dec-10, 19.7157 ,15-Dec-10, 2.6370 ,,,8-Dec-10, 2.5945 ,17-Dec-10, 0.0460 
16-Dec-10, 19.4751 ,16-Dec-10, 2.6108 ,,,9-Dec-10, 2.5932 ,20-Dec-10, 0.0460 
17-Dec-10, 19.5331 ,17-Dec-10, 2.6190 ,,,10-Dec-10, 2.5973 ,21-Dec-10, 0.0460 
20-Dec-10, 19.5833 ,20-Dec-10, 2.6304 ,,,13-Dec-10, 2.6019 ,22-Dec-10, 0.0460 
21-Dec-10, 19.6825 ,21-Dec-10, 2.6388 ,,,14-Dec-10, 2.6040 ,23-Dec-10, 0.0461 
22-Dec-10, 19.7873 ,22-Dec-10, 2.6495 ,,,15-Dec-10, 2.6020 ,28-Dec-10, 0.0462 
23-Dec-10, 19.9791 ,23-Dec-10, 2.6770 ,,,16-Dec-10, 2.6000 ,29-Dec-10, 0.0462 
28-Dec-10, 19.9955 ,28-Dec-10, 2.6757 ,,,17-Dec-10, 2.5990 ,30-Dec-10, 0.0462 
29-Dec-10, 20.1785 ,29-Dec-10, 2.6950 ,,,20-Dec-10, 2.5921 ,3-Jan-11, 0.0463 
30-Dec-10, 20.1969 ,30-Dec-10, 2.7043 ,,,21-Dec-10, 2.5930 ,4-Jan-11, 0.0464 
3-Jan-11, 20.3007 ,3-Jan-11, 2.7152 ,,,22-Dec-10, 2.5890 ,5-Jan-11, 0.0465 
4-Jan-11, 20.3573 ,4-Jan-11, 2.7235 ,,,23-Dec-10, 2.5870 ,6-Jan-11, 0.0466 
5-Jan-11, 20.3280 ,5-Jan-11, 2.7163 ,,,28-Dec-10, 2.6011 ,7-Jan-11, 0.0466 
6-Jan-11, 20.3740 ,6-Jan-11, 2.7210 ,,,29-Dec-10, 2.5891 ,10-Jan-11, 0.0465 
7-Jan-11, 20.3415 ,7-Jan-11, 2.7149 ,,,30-Dec-10, 2.5893 ,11-Jan-11, 0.0465 
10-Jan-11, 19.9668 ,10-Jan-11, 2.6636 ,,,3-Jan-11, 2.6018 ,12-Jan-11, 0.0464 
11-Jan-11, 19.6275 ,11-Jan-11, 2.6238 ,,,4-Jan-11, 2.5958 ,13-Jan-11, 0.0464 
12-Jan-11, 19.7518 ,12-Jan-11, 2.6345 ,,,5-Jan-11, 2.6004 ,14-Jan-11, 0.0464 
13-Jan-11, 19.9502 ,13-Jan-11, 2.6533 ,,,6-Jan-11, 2.5987 ,17-Jan-11, 0.0464 
14-Jan-11, 20.1644 ,14-Jan-11, 2.6842 ,,,7-Jan-11, 2.5866 ,18-Jan-11, 0.0463 
17-Jan-11, 20.2631 ,17-Jan-11, 2.6972 ,,,10-Jan-11, 2.5972 ,19-Jan-11, 0.0463 
18-Jan-11, 19.9625 ,18-Jan-11, 2.6519 ,,,11-Jan-11, 2.5925 ,20-Jan-11, 0.0463 
19-Jan-11, 19.8260 ,19-Jan-11, 2.6371 ,,,12-Jan-11, 2.5825 ,21-Jan-11, 0.0462 
20-Jan-11, 19.6313 ,20-Jan-11, 2.6167 ,,,13-Jan-11, 2.6026 ,24-Jan-11, 0.0460 
21-Jan-11, 19.3468 ,21-Jan-11, 2.5851 ,,,14-Jan-11, 2.5891 ,25-Jan-11, 0.0461 
24-Jan-11, 19.0709 ,24-Jan-11, 2.5623 ,,,17-Jan-11, 2.5774 ,26-Jan-11, 0.0461 
25-Jan-11, 19.3745 ,25-Jan-11, 2.5892 ,,,18-Jan-11, 2.5871 ,27-Jan-11, 0.0461 
26-Jan-11, 19.2523 ,26-Jan-11, 2.5739 ,,,19-Jan-11, 2.5770 ,28-Jan-11, 0.0461 
27-Jan-11, 19.5552 ,27-Jan-11, 2.5954 ,,,20-Jan-11, 2.5737 ,31-Jan-11, 0.0461 
28-Jan-11, 19.4747 ,28-Jan-11, 2.5824 ,,,21-Jan-11, 2.5332 ,1-Feb-11, 0.0460 
31-Jan-11, 19.0445 ,31-Jan-11, 2.5246 ,,,24-Jan-11, 2.5159 ,2-Feb-11, 0.0460 
